ID,Case_Number,Date,Block,IUCR,Primary_Type,Description,Location_Description,Arrest,Domestic,Beat,District,Ward,Community_Area,FBI_Code,X_Coordinate,Y_Coordinate,Year,Updated_On,Latitude,Longitude,Location,Violent
10518768,HZ260839,42501.83333,032XX N SACRAMENTO AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,FALSE,FALSE,1733,17,33,21,26,1155810,1921470,2016,42508.65972,41.94031051,-87.70275386,"(41.940310512, -87.702753862)",0
10518770,HZ260377,42501.54861,039XX N CICERO AVE,820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,TRUE,1731,17,38,15,6,1143669,1925570,2016,42508.65972,41.95179768,-87.74727349,"(41.951797683, -87.74727349)",0
10518771,HZ260836,42501.88958,071XX S CALUMET AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARK PROPERTY,TRUE,FALSE,323,3,6,69,18,1179715,1857723,2016,42508.65972,41.76486855,-87.61685068,"(41.764868549, -87.616850675)",0
10518773,HZ260702,42501.73472,053XX W MADISON ST,560,ASSAULT,SIMPLE,STREET,TRUE,FALSE,1522,15,28,25,08A,1140847,1899507,2016,42508.65972,41.88033043,-87.75828968,"(41.880330431, -87.758289677)",1
10518774,HZ260720,42501.80903,050XX W ADAMS ST,460,BATTERY,SIMPLE,PARK PROPERTY,FALSE,FALSE,1533,15,28,25,08B,1142522,1898854,2016,42508.65972,41.87850756,-87.75215541,"(41.878507556, -87.752155409)",1
10518776,HZ260779,42501.84931,013XX N PARKSIDE AVE,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,2531,25,29,25,04B,1138431,1908258,2016,42508.65972,41.90438835,-87.766949,"(41.904388354, -87.766948998)",1
10518778,HZ260679,42501.68056,050XX S BLACKSTONE AVE,560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",FALSE,FALSE,222,2,4,39,08A,1186774,1871922,2016,42508.65972,41.80366749,-87.59052817,"(41.803667488, -87.590528166)",1
10518781,HZ260841,42501.875,012XX S KEELER AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1011,10,24,29,18,1148575,1894208,2016,42508.65972,41.86564376,-87.73004974,"(41.86564376, -87.730049737)",0
10518784,HZ260532,42501.67708,083XX S COMMERCIAL AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,424,4,10,46,04A,1197636,1850405,2016,42508.65972,41.74435904,-87.55141015,"(41.74435904, -87.551410154)",1
10518785,HZ260884,42501.91875,090XX S MARSHFIELD AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,STREET,TRUE,TRUE,2221,22,21,73,26,1166926,1844747,2016,42508.65972,41.72954333,-87.66409585,"(41.729543329, -87.66409585)",0
10518788,HZ260913,42501.91875,007XX N WASHTENAW AVE,141A,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,STREET,FALSE,FALSE,1221,12,26,24,15,1158255,1905012,2016,42508.65972,41.89509879,-87.69421843,"(41.895098794, -87.69421843)",0
10518789,HZ260872,42501.33333,013XX W FLETCHER ST,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1933,19,32,6,5,1166813,1921032,2016,42508.65972,41.9388794,-87.66232685,"(41.938879397, -87.662326848)",0
10518793,HZ260846,42501.64583,051XX S ASHLAND AVE,460,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,934,9,16,61,08B,1166541,1870734,2016,42508.65972,41.80086334,-87.66476628,"(41.800863342, -87.664766276)",1
10518794,HZ260885,42501.70833,067XX S PERRY AVE,1090,ARSON,ATTEMPT ARSON,STREET,FALSE,FALSE,722,7,6,69,9,1176558,1860286,2016,42508.65972,41.77197328,-87.6283449,"(41.771973284, -87.628344899)",0
10518795,HZ260801,42501.66667,029XX W 38TH PL,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,911,9,14,58,08B,1157475,1878964,2016,42508.65972,41.82363622,-87.69779133,"(41.823636218, -87.697791332)",1
10518796,HZ260761,42501.82292,011XX W WILSON AVE,520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,HOTEL/MOTEL,FALSE,FALSE,1913,19,46,3,04A,1167822,1930700,2016,42508.65972,41.96538705,-87.65833869,"(41.965387049, -87.658338686)",1
10518798,HZ260862,42501.90486,100XX S LUELLA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,TRUE,TRUE,431,4,7,51,14,1193156,1838817,2016,42508.65972,41.71267103,-87.56820248,"(41.712671027, -87.56820248)",0
10518799,HZ260362,42501.61111,044XX S UNION AVE,545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,925,9,11,61,08A,1172376,1875288,2016,42508.65972,41.81323345,-87.64323331,"(41.813233446, -87.643233311)",1
10518801,HZ260786,42501.83403,027XX S PRINCETON AVE,320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,FALSE,FALSE,914,9,11,34,3,1174739,1886331,2016,42508.65972,41.84348399,-87.63423615,"(41.843483989, -87.634236146)",1
10518802,HZ260882,42501.89583,083XX S BUFFALO AVE,033A,ROBBERY,ATTEMPT: ARMED-HANDGUN,STREET,FALSE,FALSE,424,4,10,46,3,1199588,1850400,2016,42508.65972,41.74429642,-87.54425814,"(41.744296424, -87.544258141)",1
10518806,HZ260879,42501.90625,015XX N PULASKI RD,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,TRUE,FALSE,2535,25,30,23,16,1149436,1909946,2016,42508.65972,41.90881389,-87.72648035,"(41.908813889, -87.726480349)",0
10518780,HZ260782,42501.82639,043XX S CALUMET AVE,320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,TRUE,FALSE,215,2,3,38,3,1179154,1876409,2016,42514.66944,41.81615751,-87.61833729,"(41.816157509, -87.618337289)",1
10518807,HZ260908,42501.92361,024XX W POLK ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,1135,11,2,28,08B,1160179,1896298,2016,42508.65972,41.87114725,-87.68739296,"(41.871147252, -87.687392961)",1
10518808,HZ260881,42501.88194,001XX W LAKE ST,484,BATTERY,PRO EMP HANDS NO/MIN INJURY,CTA TRAIN,TRUE,FALSE,122,1,42,32,08B,1175301,1901735,2016,42508.65972,41.88574103,-87.63171175,"(41.885741029, -87.631711749)",1
10518809,HZ260886,42501.92014,064XX S TALMAN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,825,8,15,66,18,1159818,1861797,2016,42508.65972,41.77647985,-87.68966727,"(41.776479848, -87.689667268)",0
10518811,HZ260817,42501.25,003XX W GARFIELD BLVD,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,711,7,3,68,5,1174761,1868347,2016,42508.65972,41.79413377,-87.63469202,"(41.794133772, -87.634692019)",0
10518813,HZ260851,42501.89583,030XX W FULLERTON AVE,520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENTIAL YARD (FRONT/BACK),TRUE,FALSE,1414,14,35,22,04A,1155728,1915800,2016,42508.65972,41.92475327,-87.7032084,"(41.924753265, -87.7032084)",1
10518814,HZ260933,42501.89583,015XX N PULASKI RD,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,ALLEY,TRUE,FALSE,2534,25,30,23,16,1149438,1909871,2016,42508.65972,41.90860804,-87.72647495,"(41.908608043, -87.726474952)",0
10518815,HZ260900,42501.92361,023XX N ROCKWELL ST,320,ROBBERY,STRONGARM - NO WEAPON,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,1431,14,1,22,3,1158560,1915430,2016,42508.65972,41.92368038,-87.69281252,"(41.92368038, -87.692812515)",1
10518816,HZ260918,42501.92153,043XX N KEYSTONE AVE,2020,NARCOTICS,POSS: AMPHETAMINES,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,1722,17,39,16,18,1148511,1928549,2016,42508.65972,41.95988005,-87.72939698,"(41.959880051, -87.729396984)",0
10518817,HZ260937,42501.88542,015XX N RIDGEWAY AVE,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,SIDEWALK,TRUE,FALSE,2535,25,26,23,16,1151084,1910011,2016,42508.65972,41.9089601,-87.72042463,"(41.908960101, -87.720424627)",0
10518818,HZ260904,42501.875,027XX S TROY ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,FALSE,1033,10,12,30,08B,1155803,1885698,2016,42508.65972,41.84214892,-87.70374428,"(41.842148915, -87.703744278)",1
10265705,HY351067,42207.57986,033XX W FILLMORE ST,2024,NARCOTICS,POSS: HEROIN(WHITE),POLICE FACILITY/VEH PARKING LOT,TRUE,FALSE,1134,11,24,29,18,,,2015,42518.65903,,,,0
10518822,HZ260919,42501.94514,044XX S TALMAN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,922,9,12,58,18,1159439,1875226,2016,42508.65972,41.8133386,-87.69068865,"(41.813338597, -87.690688646)",0
10518824,HZ260945,42501.96181,015XX N PULASKI RD,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,TRUE,FALSE,2534,25,30,23,16,1149438,1909844,2016,42508.65972,41.90853395,-87.72647565,"(41.908533952, -87.726475653)",0
10518826,HZ260938,42501.90625,039XX W GRAND AVE,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,TRUE,FALSE,2535,25,30,23,16,1149657,1908875,2016,42508.65972,41.90587067,-87.72569636,"(41.905870667, -87.725696364)",0
10518828,HZ260897,42501.88958,036XX N TROY ST,1200,DECEPTIVE PRACTICE,STOLEN PROP: BUY/RECEIVE/POS.,SIDEWALK,TRUE,FALSE,1733,17,33,16,13,1154741,1923976,2016,42508.65972,41.94720867,-87.70661547,"(41.947208665, -87.706615468)",0
10518829,HZ260944,42501.91667,003XX S MICHIGAN AVE,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,FALSE,FALSE,113,1,2,32,04A,1177341,1898860,2016,42508.65972,41.87780586,-87.62430777,"(41.877805859, -87.624307765)",1
10518831,HZ260734,42501.79861,091XX S COTTAGE GROVE AVE,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,633,6,6,44,6,1183159,1844621,2016,42508.65972,41.72883584,-87.60463426,"(41.728835841, -87.604634255)",0
10518833,HZ260891,42501.89931,092XX S DAUPHIN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,633,6,8,44,14,1183601,1843991,2016,42508.65972,41.72709677,-87.6030347,"(41.727096769, -87.603034703)",0
10518812,HZ260829,42501.6375,087XX S EXCHANGE AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,FALSE,FALSE,423,4,10,46,11,1197282,1847578,2016,42521.65972,41.73661035,-87.55280117,"(41.736610353, -87.552801171)",0
10518830,HZ260935,42501.96181,005XX S KOSTNER AVE,454,BATTERY,AGG PO HANDS NO/MIN INJURY,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,1131,11,24,26,08B,1147142,1897270,2016,42523.66042,41.87407377,-87.73523209,"(41.874073772, -87.735232086)",1
10518834,HZ260961,42501.91667,082XX S COTTAGE GROVE AVE,4625,OTHER OFFENSE,PAROLE VIOLATION,STREET,TRUE,FALSE,631,6,6,44,26,1182989,1850634,2016,42508.65972,41.74534014,-87.60507061,"(41.745340136, -87.605070606)",0
10518835,HZ260943,42501.95139,015XX N KEYSTONE AVE,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,SIDEWALK,TRUE,FALSE,2534,25,30,23,16,1149103,1909833,2016,42508.65972,41.90851026,-87.72770658,"(41.908510264, -87.727706575)",0
10518836,HZ260859,42501.875,034XX W IRVING PARK RD,1670,GAMBLING,GAME/AMUSEMENT DEVICE,OTHER,TRUE,FALSE,1723,17,35,16,19,1152529,1926373,2016,42508.65972,41.9538303,-87.71468263,"(41.953830299, -87.714682629)",0
10518837,HZ260926,42501.94097,020XX W 18TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,TRUE,FALSE,1234,12,25,31,18,1163011,1891400,2016,42508.65972,41.85764773,-87.6771331,"(41.857647734, -87.677133102)",0
10518838,HZ260892,42501.90139,016XX N PULASKI RD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,2535,25,30,23,18,1149466,1910591,2016,42508.65972,41.91058325,-87.72635338,"(41.91058325, -87.726353375)",0
10518839,HZ260769,42501.83611,0000X E 71ST ST,041A,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,FALSE,FALSE,323,3,6,69,04B,1177638,1857926,2016,42508.65972,41.76547283,-87.62445728,"(41.765472826, -87.624457282)",1
10518840,HZ260747,42501.375,016XX N KEATING AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,2533,25,37,25,5,1144479,1910503,2016,42508.65972,41.91043715,-87.74467617,"(41.910437149, -87.744676171)",0
10518842,HZ260929,42501.94792,025XX W PERSHING RD,810,THEFT,OVER $500,SIDEWALK,TRUE,FALSE,921,9,12,58,6,1160125,1878720,2016,42508.65972,41.82291245,-87.68807611,"(41.822912451, -87.688076108)",0
10518843,HZ260962,42501.93889,037XX W DOUGLAS BLVD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,1011,10,24,29,18,1151690,1893199,2016,42508.65972,41.86281431,-87.71864084,"(41.862814309, -87.718640841)",0
10518844,HZ260909,42501.88542,114XX S LOWE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,2233,22,34,49,08B,1174026,1828984,2016,42508.65972,41.68613293,-87.63855255,"(41.686132926, -87.638552554)",1
10518845,HZ260591,42501.71875,046XX W WEST END AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,1113,11,28,25,08B,1145414,1900574,2016,42508.65972,41.88317321,-87.74149292,"(41.88317321, -87.741492917)",1
10518847,HZ260914,42501.92847,129XX S LOWE AVE,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,523,5,9,53,04B,1174344,1819105,2016,42508.65972,41.6590163,-87.63768038,"(41.659016301, -87.637680377)",1
10518848,HZ260821,42501.84375,010XX W HOLLYWOOD AVE,890,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,2022,20,48,77,6,1168363,1938040,2016,42508.65972,41.9855165,-87.65613622,"(41.985516503, -87.65613622)",0
10518849,HZ260840,42501.75,012XX N CLARK ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1824,18,42,8,14,1175314,1908524,2016,42508.65972,41.90437011,-87.63146007,"(41.904370109, -87.631460067)",0
10518850,HZ260954,42501.97222,012XX S MICHIGAN AVE,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,RESTAURANT,FALSE,FALSE,131,1,2,33,10,1177419,1894900,2016,42508.65972,41.86693762,-87.6241415,"(41.866937617, -87.624141504)",0
10518851,HZ260980,42501.99028,007XX S KOSTNER AVE,502R,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,TRUE,FALSE,1131,11,24,26,26,1147171,1896268,2016,42508.65972,41.87132361,-87.73515125,"(41.871323609, -87.735151249)",0
10518852,HZ260941,42501.97222,009XX N CLARK ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1832,18,42,8,6,1175357,1907064,2016,42508.65972,41.90036283,-87.631346,"(41.900362832, -87.631346003)",0
10518853,HZ260974,42501.96528,003XX N CLARK ST,2012,NARCOTICS,MANU/DELIVER:COCAINE,SIDEWALK,TRUE,FALSE,1831,18,42,8,18,1175478,1902587,2016,42508.65972,41.88807499,-87.63103617,"(41.888074991, -87.63103617)",0
10518855,HZ260893,42501.91528,023XX S SPRINGFIELD AVE,496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,APARTMENT,FALSE,FALSE,1013,10,22,30,04B,1150750,1888016,2016,42508.65972,41.84860995,-87.72222692,"(41.848609946, -87.722226918)",1
10518856,HZ260854,42501.89583,067XX S PRAIRIE AVE,890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,322,3,20,69,6,1179202,1860356,2016,42508.65972,41.77210549,-87.61865076,"(41.772105489, -87.61865076)",0
10518857,HZ260887,42501.91597,056XX S HARLEM AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,FALSE,811,8,23,56,08B,1129309,1866248,2016,42508.65972,41.78926645,-87.80141306,"(41.789266449, -87.801413056)",1
10518859,HZ260925,42501.95833,035XX W DOUGLAS BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,TRUE,TRUE,1021,10,24,29,14,1152781,1893058,2016,42508.65972,41.86240588,-87.7146396,"(41.862405884, -87.714639603)",0
10518861,HZ260866,42501.90625,122XX S STATE ST,820,THEFT,$500 AND UNDER,RESIDENCE,FALSE,TRUE,523,5,9,53,6,1178466,1823633,2016,42508.65972,41.67134956,-87.62246027,"(41.671349563, -87.62246027)",0
10518862,HZ260899,42501.93056,106XX S EBERHART AVE,810,THEFT,OVER $500,RESIDENCE,FALSE,TRUE,512,5,9,49,6,1181463,1834540,2016,42508.65972,41.70121154,-87.61115679,"(41.701211535, -87.611156786)",0
10518863,HZ260883,42501.90694,014XX N HUDSON AVE,031A,ROBBERY,ARMED: HANDGUN,ALLEY,FALSE,FALSE,1821,18,27,8,3,1173057,1909860,2016,42508.65972,41.90808654,-87.63971088,"(41.908086537, -87.63971088)",1
10518864,HZ260969,42501.97361,073XX N OAKLEY AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,2411,24,49,2,18,1159747,1948692,2016,42508.65972,42.01492851,-87.68752976,"(42.014928513, -87.687529764)",0
10518865,HZ260939,42501.95972,062XX S WOODLAWN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENTIAL YARD (FRONT/BACK),TRUE,FALSE,314,3,20,42,14,1185288,1863884,2016,42508.65972,41.78164568,-87.59623074,"(41.781645684, -87.596230744)",0
10518868,HZ260924,42501.95833,016XX N NORMANDY AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,TRUE,2513,25,36,25,08B,1131502,1910127,2016,42508.65972,41.90963985,-87.79235828,"(41.909639853, -87.79235828)",1
10518869,HZ260890,42501.83333,009XX W 31ST ST,890,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,913,9,11,60,6,1170737,1884304,2016,42508.65972,41.83801018,-87.64898179,"(41.838010175, -87.648981788)",0
10518870,HZ260990,42501.95833,044XX W MAYPOLE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,1113,11,28,26,08B,1146577,1901083,2016,42508.65972,41.88454788,-87.73720929,"(41.884547876, -87.737209286)",1
10518871,HZ260877,42501.91667,012XX N LARAMIE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,TRUE,2533,25,37,25,26,1141474,1907696,2016,42508.65972,41.90279048,-87.75578497,"(41.902790484, -87.75578497)",0
10518872,HZ260894,42501.85417,063XX N PULASKI RD,460,BATTERY,SIMPLE,ALLEY,FALSE,FALSE,1711,17,39,12,08B,1148552,1941737,2016,42508.65972,41.996068,-87.72890413,"(41.996068, -87.728904129)",1
10518873,HZ260984,42501.625,081XX S JUSTINE ST,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,614,6,21,71,5,1167418,1850822,2016,42508.65972,41.7462035,-87.66211995,"(41.746203501, -87.662119948)",0
10518876,HZ260911,42501.84375,022XX W NORTH AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,1424,14,1,24,6,1161235,1910604,2016,42508.65972,41.91038224,-87.68311799,"(41.910382243, -87.683117989)",0
10518877,HZ260942,42501.74653,003XX S PLYMOUTH CT,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,113,1,2,32,6,1176135,1898807,2016,42508.65972,41.87768768,-87.62873744,"(41.877687677, -87.628737441)",0
10518878,HZ260949,42501.95833,044XX W MAYPOLE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,1113,11,28,26,14,1146577,1901083,2016,42508.65972,41.88454788,-87.73720929,"(41.884547876, -87.737209286)",0
10518880,HZ260905,42501.91667,030XX W BELMONT AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1733,17,33,21,6,1155737,1921124,2016,42508.65972,41.93936254,-87.70303151,"(41.939362537, -87.703031512)",0
10518881,HZ260951,42501.58333,012XX W HARRISON ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,"SCHOOL, PRIVATE, BUILDING",FALSE,FALSE,1231,12,2,28,11,1168312,1897499,2016,42508.65972,41.87427107,-87.65749911,"(41.874271066, -87.657499107)",0
10518882,HZ260989,42501.98264,111XX S LANGLEY AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,531,5,9,50,08B,1182904,1831227,2016,42508.65972,41.69208695,-87.60598282,"(41.692086945, -87.605982823)",1
10518883,HZ260947,42501.98403,036XX N SHEFFIELD AVE,1330,CRIMINAL TRESPASS,TO LAND,BAR OR TAVERN,TRUE,FALSE,1923,19,44,6,26,1168954,1924442,2016,42508.65972,41.94819033,-87.65435891,"(41.948190326, -87.654358906)",0
10518886,HZ260936,42501.90625,010XX W LAWRENCE AVE,560,ASSAULT,SIMPLE,APARTMENT,FALSE,FALSE,1914,19,46,3,08A,1168280,1932044,2016,42508.65972,41.96906512,-87.6566157,"(41.969065116, -87.656615702)",1
10518889,HZ260870,42501.2625,041XX W 78TH ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,834,8,13,70,7,1150357,1852709,2016,42508.65972,41.75172995,-87.72458695,"(41.751729953, -87.724586953)",0
10518892,HZ260958,42501.94306,058XX S ROCKWELL ST,470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,TRUE,FALSE,824,8,16,63,24,1160041,1865754,2016,42508.65972,41.78733382,-87.68874101,"(41.787333822, -87.688741014)",0
10518894,HZ260940,42501.96181,026XX W THOMAS ST,520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,FALSE,TRUE,1211,12,1,24,04A,1158632,1907217,2016,42508.65972,41.90114179,-87.69277334,"(41.901141788, -87.692773339)",1
10518896,HZ260850,42501.75,024XX W 46TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,922,9,12,58,26,1160773,1874106,2016,42508.65972,41.8102377,-87.6858264,"(41.810237699, -87.685826397)",0
10518897,HZ260970,42501.96528,054XX S KIMBARK AVE,320,ROBBERY,STRONGARM - NO WEAPON,STREET,FALSE,FALSE,234,2,4,41,3,1185581,1869583,2016,42508.65972,41.7972773,-87.59497711,"(41.797277304, -87.594977113)",1
10518898,HZ260903,42501.92708,038XX S MICHIGAN AVE,1570,SEX OFFENSE,PUBLIC INDECENCY,OTHER,FALSE,FALSE,213,2,3,35,17,1177828,1879596,2016,42508.65972,41.82493308,-87.62310466,"(41.824933076, -87.623104662)",1
10518899,HZ260902,42501.91667,079XX S KINGSTON AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,422,4,7,46,08B,1194566,1852786,2016,42508.65972,41.7509687,-87.5625806,"(41.750968697, -87.562580604)",1
10518900,HZ260831,42501.875,056XX S KARLOV AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,FALSE,FALSE,813,8,13,62,7,1150002,1866695,2016,42508.65972,41.79011671,-87.72552568,"(41.79011671, -87.725525678)",0
10518902,HZ260871,42501.89583,017XX W NORTH SHORE AVE,320,ROBBERY,STRONGARM - NO WEAPON,APARTMENT,FALSE,FALSE,2432,24,49,1,3,1163666,1944558,2016,42508.65972,42.00350269,-87.67322662,"(42.00350269, -87.67322662)",1
10518903,HZ260991,42501.77083,078XX S MARSHFIELD AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,611,6,17,71,5,1166706,1852706,2016,42508.65972,41.75138868,-87.66467523,"(41.751388675, -87.664675231)",0
10518912,HZ260979,42501.95833,082XX S CHAMPLAIN AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,FALSE,FALSE,631,6,6,44,3,1182000,1850509,2016,42508.65972,41.74502003,-87.60869829,"(41.745020034, -87.608698292)",1
10518914,HZ260912,42501.72917,022XX N LEAVITT ST,810,THEFT,OVER $500,STREET,FALSE,FALSE,1432,14,32,22,6,1161333,1914643,2016,42508.65972,41.92146351,-87.6826454,"(41.921463508, -87.682645401)",0
10518916,HZ260953,42501.97917,041XX W LAWRENCE AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,1722,17,39,14,6,1148110,1931582,2016,42508.65972,41.96821057,-87.73079284,"(41.968210572, -87.730792843)",0
10518934,HZ260873,42501.79167,018XX N CLARK ST,810,THEFT,OVER $500,STREET,FALSE,FALSE,1814,18,43,7,6,1174594,1912399,2016,42508.65972,41.91501943,-87.63398874,"(41.915019425, -87.633988741)",0
10518939,HZ260948,42501.97917,072XX S ASHLAND AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,FALSE,FALSE,735,7,17,67,3,1166940,1856558,2016,42508.65972,41.7619541,-87.66370786,"(41.761954098, -87.663707861)",1
10518943,HZ260985,42501.83333,031XX S VERNON AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,211,2,4,35,6,1179851,1884462,2016,42508.65972,41.83823961,-87.61553376,"(41.838239606, -87.61553376)",0
10518945,HZ261020,42501.875,014XX W CHICAGO AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,1213,12,27,24,6,1166403,1905446,2016,42508.65972,41.89611927,-87.66428058,"(41.89611927, -87.664280577)",0
10518951,HZ260956,42501.94792,071XX S DOBSON AVE,620,BURGLARY,UNLAWFUL ENTRY,OTHER,FALSE,FALSE,324,3,5,69,5,1184456,1857920,2016,42508.65972,41.76529945,-87.5994676,"(41.765299454, -87.599467598)",0
10518959,HZ260888,42501.70833,064XX S KARLOV AVE,320,ROBBERY,STRONGARM - NO WEAPON,RESIDENCE,FALSE,FALSE,813,8,13,65,3,1150147,1861496,2016,42508.65972,41.77584702,-87.72512884,"(41.775847021, -87.725128837)",1
10518962,HZ261060,42501.79167,017XX E 71ST PL,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,324,3,5,43,5,1189234,1857921,2016,42508.65972,41.765189,-87.58195499,"(41.765188999, -87.581954988)",0
10518967,HZ261068,42501.90278,074XX S LUELLA AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENTIAL YARD (FRONT/BACK),FALSE,TRUE,333,3,7,43,26,1192501,1856152,2016,42508.65972,41.76025579,-87.5700382,"(41.760255788, -87.570038199)",0
10518971,HZ260968,42501.97222,006XX E 74TH ST,460,BATTERY,SIMPLE,STREET,FALSE,FALSE,323,3,6,69,08B,1181937,1856095,2016,42508.65972,41.76035007,-87.60875676,"(41.760350072, -87.608756756)",1
